party;newspaper;politician;count;mean;score
fraktionslos;www.neues-deutschland.de;Erika Steinbach;36;-0.063;-62
fraktionslos;www.neues-deutschland.de;Frauke Petry;224;-0.1372;-137
fraktionslos;www.spiegel.de;Erika Steinbach;40;-0.1786;-178
fraktionslos;www.spiegel.de;Frauke Petry;576;-0.1674;-167
fraktionslos;www.stern.de;Frauke Petry;218;-0.1496;-149
fraktionslos;www.sueddeutsche.de;Frauke Petry;361;-0.0921;-92
fraktionslos;www.tagesschau.de;Frauke Petry;123;-0.1437;-143
fraktionslos;www.tagesspiegel.de;Frauke Petry;327;-0.135;-135
fraktionslos;www.taz.de;Frauke Petry;269;-0.1558;-155
fraktionslos;www.vorwaerts.de;Frauke Petry;66;-0.1603;-160
fraktionslos;www.welt.de;Erika Steinbach;64;-0.1363;-136
fraktionslos;www.welt.de;Frauke Petry;773;-0.1703;-170
fraktionslos;www.zeit.de;Erika Steinbach;31;-0.1242;-124
fraktionslos;www.zeit.de;Frauke Petry;499;-0.1213;-121
